,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Balcony,State of the property,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Number of showers,Number of facades,Surface terrace,Security door,Access for disabled,Sewer Connection,Surface garden,Garage,Brussels,Walloon Brabant,Flemish Brabant,Antwerp,Limburg,Liege,Namur,Hainaut,Luxembourg,West Flanders,East Flanders,Orientation South,Type property
14457,1100000,3,184,1,2,2,0,1,25,0,60,0,20,1,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14458,995000,3,129,2,1,1,0,2,18,1,38,1,14,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
14460,228960,2,93,2,1,1,0,3,13,0,28,0,10,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14461,340000,2,91,1,1,1,0,3,13,0,27,0,9,1,2,10,0,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14462,330000,2,74,1,1,1,0,3,11,0,22,0,8,1,2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14464,154900,1,35,1,1,1,0,1,5,1,11,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14466,380000,2,114,1,1,1,0,3,14,0,21,0,13,1,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14467,125000,1,58,1,1,1,0,1,8,0,12,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14468,424500,3,144,2,1,1,0,3,20,0,44,0,15,1,2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14469,365500,3,109,2,1,1,0,3,15,0,58,0,11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14471,120000,2,44,2,1,1,0,3,6,0,13,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14473,670000,3,152,2,1,2,0,0,21,0,45,0,16,1,4,0,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14474,279000,2,65,2,1,1,0,1,9,0,30,0,7,1,2,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14475,499000,2,110,1,2,1,0,2,15,0,33,0,11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14478,325000,3,169,2,1,1,0,2,24,0,15,0,16,1,2,0,0,0,1,92,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14481,199000,2,125,2,1,1,0,1,17,0,64,0,13,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14482,227500,2,125,2,1,1,0,1,17,0,64,0,13,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14485,229900,2,100,2,1,2,0,2,17,0,33,0,0,1,2,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14486,205875,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14487,278545,4,158,2,1,2,0,1,22,0,47,0,17,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14488,294200,4,170,2,1,2,0,1,24,0,50,0,18,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14490,220000,2,212,2,1,1,0,1,29,0,63,0,23,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14491,205875,1,85,2,1,1,0,1,12,0,25,0,9,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14492,249000,2,104,2,1,2,0,1,15,0,31,0,11,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14495,369500,3,180,2,1,2,0,1,25,0,53,0,19,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14496,299000,4,177,1,1,2,0,2,25,0,52,1,19,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14497,238000,2,104,2,1,1,0,1,25,0,31,0,11,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14500,388900,4,227,2,2,1,0,1,31,0,67,0,24,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14502,370000,4,200,2,1,3,0,1,28,0,59,0,21,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14505,425000,4,205,2,2,2,0,1,28,0,61,0,22,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14506,277500,3,187,1,1,2,0,1,26,0,42,0,20,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14508,379000,4,200,2,1,3,0,1,28,0,59,0,21,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14509,399000,4,247,2,1,1,0,1,34,0,73,0,26,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14510,637247,3,206,2,2,2,0,3,28,0,61,0,22,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14513,245000,4,208,1,3,1,0,1,29,0,61,0,22,1,3,8,0,0,1,727,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14516,501823,3,167,1,1,2,0,3,23,0,49,0,18,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14517,225000,3,100,2,1,2,0,1,14,0,30,0,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14518,220000,3,100,2,1,2,0,1,14,0,30,0,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14520,280750,3,162,1,1,2,0,1,22,0,48,0,17,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14521,274940,3,145,1,1,1,0,1,20,0,43,0,15,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14522,253740,3,145,1,1,1,0,1,20,0,43,0,15,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14523,188000,3,121,2,1,2,0,0,17,0,36,0,13,1,3,0,0,0,1,633,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14527,267750,3,137,1,1,2,0,3,14,0,54,0,14,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14528,297300,3,142,2,1,1,0,3,11,0,51,0,15,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14529,298300,3,132,2,1,1,0,1,17,0,51,0,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14530,235750,3,136,1,1,2,0,1,19,0,40,0,14,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14531,232750,3,134,1,1,2,0,1,19,0,40,0,14,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14534,263000,3,141,1,1,1,0,3,20,0,42,0,15,1,2,0,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14537,269500,2,104,2,1,2,0,1,15,0,31,0,11,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14538,254000,2,104,2,1,2,0,1,15,0,31,0,11,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14540,205875,1,84,2,1,1,0,1,12,0,25,0,9,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14541,254000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14542,277000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14543,269500,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14544,260000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14545,243000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14546,249000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14547,205875,1,85,2,1,1,0,1,12,0,25,0,9,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14548,238000,2,104,2,1,1,0,1,15,0,31,0,11,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14550,119000,2,120,0,1,1,0,1,17,0,36,0,13,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14551,195000,3,142,2,1,2,0,0,11,0,32,1,17,1,2,8,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14554,239000,6,232,1,1,1,0,2,19,0,26,1,19,1,3,10,0,0,1,590,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14555,129700,2,125,1,1,1,0,1,17,0,37,0,13,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14556,239500,4,192,1,1,1,0,2,15,0,59,0,4,1,2,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14557,242500,4,157,1,1,1,0,2,13,0,35,0,16,1,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14558,124000,2,30,1,1,1,0,1,5,1,9,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14559,228636,3,123,0,1,1,0,3,17,0,32,0,6,1,2,11,0,0,1,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14560,235356,4,152,0,1,1,0,3,21,0,39,0,8,1,3,12,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14561,256221,3,153,0,1,1,0,3,21,0,35,0,10,1,2,15,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14563,115000,1,34,1,1,1,0,1,5,1,10,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14564,450000,2,97,1,2,1,0,2,14,0,29,0,10,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14565,225000,2,62,1,1,1,0,1,9,1,19,1,6,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14566,119000,1,43,1,1,1,0,1,6,0,28,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14568,674306,3,200,2,1,2,0,3,28,0,59,0,21,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14569,425000,2,95,1,1,1,0,2,13,1,28,0,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14572,280000,3,82,1,1,1,0,1,12,1,25,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14573,165000,1,39,2,1,1,0,1,11,0,12,0,4,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14574,624500,3,126,2,2,1,0,1,18,0,49,1,10,1,4,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14576,325000,2,96,2,1,1,0,1,25,0,29,0,10,1,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14577,159000,1,42,1,1,1,0,2,6,0,13,0,4,1,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14578,495000,2,106,2,2,2,0,3,15,0,32,1,11,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14579,630000,3,226,2,1,2,1,2,31,0,67,0,24,1,2,8,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14580,159000,1,57,1,1,1,0,2,8,1,17,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14581,230000,3,100,1,2,1,0,1,14,0,30,0,10,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14584,545000,2,99,1,1,1,0,3,14,0,29,0,10,1,2,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14585,239000,3,75,1,1,1,0,1,11,1,22,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14586,144000,2,50,1,1,1,0,0,7,0,15,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14587,395000,2,83,2,1,1,1,1,12,1,25,0,9,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14588,265000,2,49,2,1,1,0,1,7,1,15,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14589,175000,1,45,1,1,1,0,1,7,1,14,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14590,342500,2,91,1,1,1,0,3,13,0,27,0,9,1,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14591,340000,1,74,2,1,1,0,1,11,0,22,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14592,267500,1,69,2,1,1,0,3,10,0,21,0,7,1,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14593,342500,2,91,1,1,1,0,3,13,0,27,0,9,1,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14594,325000,1,79,1,1,1,0,3,11,0,24,0,8,1,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14595,225000,2,65,1,1,1,0,1,9,1,20,0,7,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14596,155000,1,40,1,1,1,0,2,6,0,12,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14597,650000,4,154,1,1,2,1,2,21,0,46,1,16,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14603,545000,2,99,2,1,1,0,3,14,0,29,0,10,1,2,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14604,465000,2,82,2,1,1,0,3,12,0,25,0,8,1,2,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14605,465000,2,82,1,1,1,0,3,12,0,25,0,8,1,2,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14607,310000,1,48,2,1,1,0,2,7,0,15,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14612,359000,1,51,1,1,1,0,2,7,0,15,1,5,1,2,8,0,0,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14613,545000,2,101,2,1,1,0,1,14,0,30,0,11,1,2,63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14614,545000,2,93,1,2,1,0,3,13,0,28,1,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14616,345000,2,65,2,1,1,0,1,9,0,20,0,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14617,950000,3,154,2,3,2,0,1,21,0,46,0,16,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14619,450000,3,150,2,2,1,1,3,21,0,44,0,16,1,2,8,0,0,1,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14620,239000,2,141,1,1,1,0,1,20,0,42,1,15,1,2,8,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14621,255000,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14622,253500,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14623,267000,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14624,252000,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14625,260500,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14626,270000,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14627,257400,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14628,274025,3,85,2,1,2,0,3,12,0,25,0,9,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14629,379000,3,155,2,1,1,0,1,22,0,46,0,16,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14632,175000,2,69,2,1,1,0,1,10,1,21,0,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14633,225000,1,61,2,1,2,0,1,9,0,18,0,6,1,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14635,169000,2,46,1,2,1,0,2,7,0,14,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14636,290000,1,59,2,1,2,0,1,15,0,18,0,6,1,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14637,230000,2,70,2,1,1,1,1,10,1,21,0,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14638,315000,1,66,1,1,1,0,3,9,0,20,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14639,345000,2,75,2,1,1,0,1,11,0,22,0,8,1,2,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14640,175000,1,45,1,1,1,0,1,7,0,14,1,4,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14641,130000,2,55,2,1,1,0,1,8,0,17,0,5,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14642,530000,2,99,1,2,1,0,1,14,0,29,1,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14643,245000,2,69,1,1,1,0,2,10,0,21,0,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14644,327000,2,85,2,2,1,0,1,12,0,25,0,9,1,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14645,217000,2,59,1,1,1,0,1,7,0,22,0,5,1,2,0,0,1,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14646,245000,2,65,2,1,1,0,1,9,0,20,0,7,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14647,230000,1,61,2,1,1,0,1,9,0,18,0,6,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14648,307500,2,94,1,1,1,0,3,13,0,28,0,10,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14649,349000,2,85,1,1,1,0,2,12,0,25,0,9,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14650,330000,2,77,1,1,1,0,1,11,0,23,0,8,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14651,295000,2,62,2,1,1,0,1,10,0,22,1,8,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14652,276500,2,80,1,1,1,1,1,11,1,24,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14653,349000,3,100,2,1,2,0,1,14,0,30,0,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14654,188000,1,30,1,1,1,0,2,5,1,9,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14656,690000,3,170,2,1,1,0,1,24,0,50,0,18,1,2,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14658,419000,2,89,2,1,1,0,1,13,0,27,0,9,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14659,165000,2,74,1,1,1,0,1,11,1,22,0,8,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14660,345000,2,85,1,1,1,0,1,12,0,25,0,9,1,2,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14661,310000,2,50,2,1,1,0,2,7,1,15,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14662,250000,1,60,2,1,1,0,1,9,0,18,0,6,1,2,6,0,0,1,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14663,229500,2,96,2,1,1,0,1,14,0,29,1,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14664,325000,1,100,1,1,1,0,3,14,0,30,0,10,1,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14665,690000,3,170,1,2,2,0,3,24,0,50,0,18,1,2,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14666,585000,3,147,1,2,2,0,3,20,0,44,0,16,1,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14667,585000,3,147,1,2,2,0,3,20,0,44,0,16,1,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14668,690000,3,170,1,2,2,0,3,24,0,50,0,18,1,2,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14670,340000,1,74,1,1,1,0,3,11,0,22,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14673,825000,4,190,1,1,1,0,3,26,0,56,0,20,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14674,275000,2,74,1,1,1,0,1,11,0,26,0,8,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14675,327000,2,85,2,2,1,0,1,12,0,25,0,9,1,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14676,290000,1,78,1,1,1,0,3,11,0,23,0,8,1,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14677,299000,1,79,1,1,1,0,3,11,0,24,0,8,1,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14678,297500,1,78,1,1,1,0,3,11,0,23,0,8,1,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14679,310000,1,79,1,1,1,0,3,11,0,24,0,8,1,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14680,335000,2,91,1,1,1,0,3,13,0,27,0,9,1,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14681,275000,1,69,1,1,1,0,3,10,0,21,0,7,1,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14682,340000,1,89,1,1,1,0,3,13,0,27,0,9,1,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14683,280000,1,69,1,1,1,0,3,10,0,21,0,7,1,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14685,272500,1,71,2,1,1,0,1,10,0,21,0,7,1,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14686,342500,2,91,2,1,1,0,1,13,0,27,0,9,1,2,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14687,342500,2,83,2,1,1,0,1,12,0,25,0,9,1,2,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14689,174900,1,76,2,1,2,0,1,11,0,23,1,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14690,1335000,2,133,1,2,1,0,0,19,0,39,1,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14691,254500,2,76,1,1,1,0,1,11,0,23,0,8,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14692,335000,2,76,1,1,1,0,2,11,0,23,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14693,385000,1,60,2,1,1,1,3,9,0,18,1,6,1,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14694,179000,3,80,1,1,2,0,0,11,0,24,0,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14695,435000,3,166,1,1,1,0,1,23,0,49,0,18,1,4,8,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,1,1
14696,250000,1,61,2,1,1,1,3,9,0,18,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14697,105000,1,39,1,1,1,0,1,6,1,12,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14703,325000,1,66,1,1,1,1,3,9,0,20,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14704,325000,1,66,1,1,1,0,3,9,0,20,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14705,315000,1,66,1,1,1,1,3,9,0,20,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14706,545000,2,93,1,2,1,1,3,13,0,28,1,10,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14708,310000,4,192,1,1,1,0,1,27,0,57,0,20,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14709,315000,6,250,2,1,2,0,2,34,0,74,0,27,1,4,0,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14710,154000,1,52,2,1,1,0,2,12,0,14,0,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14711,225000,5,244,1,1,1,0,2,34,0,72,0,26,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14714,299000,4,186,1,1,2,0,2,26,0,55,0,20,1,2,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14717,85000,3,200,1,1,1,0,0,28,0,59,1,21,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14718,795000,3,210,1,1,2,0,1,29,0,62,0,22,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
14719,179000,4,176,2,1,1,0,1,24,0,52,0,19,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14720,185000,2,142,1,1,1,0,1,20,0,42,0,15,1,2,20,0,0,1,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14721,249000,4,136,2,2,3,0,2,32,0,28,0,13,1,2,45,0,0,1,110,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14722,274000,3,147,2,1,2,0,3,18,0,20,0,12,1,2,8,0,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
